,0
469,"{9277 (LMRP HPHT Pressure - Corrected (PSI)), 9424 (Stack HPHT Pressure - Raw (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.548, supp: 0.003, lift: 5.398, conv: 1.988)"
470,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9277 (LMRP HPHT Pressure - Corrected (PSI)), 9424 (Stack HPHT Pressure - Raw (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.545, supp: 0.002, lift: 5.373, conv: 1.977)"
471,"{2907 (Upper Annular Regulator Pilot Pressure), 9215 (Calc Flexjoint Differential Bearing)} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.541, supp: 0.002, lift: 5.329, conv: 1.957)"
472,"{1417 (Pod Supply Pressure), 1419 (Wellhead Connector Regulator Readback Pressure), 1422 (60VDC Voltage Readout)} -> {1408 (Pod Pressure)} (conf: 0.553, supp: 0.004, lift: 5.328, conv: 2.007)"
473,"{1417 (Pod Supply Pressure), 1419 (Wellhead Connector Regulator Readback Pressure)} -> {1408 (Pod Pressure)} (conf: 0.553, supp: 0.009, lift: 5.326, conv: 2.006)"
474,"{1417 (Pod Supply Pressure), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {1408 (Pod Pressure)} (conf: 0.552, supp: 0.003, lift: 5.317, conv: 2.001)"
475,"{1408 (Pod Pressure), 2919 (Wellhead Connector Regulator Readback Pressure), 2922 (60VDC Voltage Readout)} -> {1417 (Pod Supply Pressure)} (conf: 0.579, supp: 0.003, lift: 5.304, conv: 2.116)"
476,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9277 (LMRP HPHT Pressure - Corrected (PSI)), 9474 (Stack HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.537, supp: 0.002, lift: 5.290, conv: 1.941)"
477,"{1408 (Pod Pressure), 2904 (Manifold Annular Regulator Pilot Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.577, supp: 0.004, lift: 5.289, conv: 2.108)"
478,"{1417 (Pod Supply Pressure), 1418 (Wellhead Connector Regulator Pilot Pressure)} -> {1408 (Pod Pressure)} (conf: 0.547, supp: 0.004, lift: 5.270, conv: 1.980)"
479,"{1402 (5000 PSI Supply Readback Pressure), 1406 (Manifold Regulator Readback Pressure), 1408 (Pod Pressure)} -> {1404 (Manifold Annular Regulator Pilot Pressure)} (conf: 0.745, supp: 0.002, lift: 5.214, conv: 3.357)"
480,"{1408 (Pod Pressure), 1419 (Wellhead Connector Regulator Readback Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.568, supp: 0.009, lift: 5.201, conv: 2.061)"
481,"{1408 (Pod Pressure), 2907 (Upper Annular Regulator Pilot Pressure), 2922 (60VDC Voltage Readout)} -> {1417 (Pod Supply Pressure)} (conf: 0.567, supp: 0.002, lift: 5.192, conv: 2.056)"
482,"{1402 (5000 PSI Supply Readback Pressure), 1406 (Manifold Regulator Readback Pressure), 1408 (Pod Pressure), 1417 (Pod Supply Pressure)} -> {1404 (Manifold Annular Regulator Pilot Pressure)} (conf: 0.739, supp: 0.002, lift: 5.175, conv: 3.286)"
483,"{1408 (Pod Pressure), 6209 (Diverter - Manifold Regulated Pressure (PT4-1))} -> {1417 (Pod Supply Pressure)} (conf: 0.561, supp: 0.002, lift: 5.144, conv: 2.031)"
484,"{1417 (Pod Supply Pressure), 6209 (Diverter - Manifold Regulated Pressure (PT4-1))} -> {1408 (Pod Pressure)} (conf: 0.533, supp: 0.002, lift: 5.135, conv: 1.920)"
485,"{1408 (Pod Pressure), 1419 (Wellhead Connector Regulator Readback Pressure), 1422 (60VDC Voltage Readout)} -> {1417 (Pod Supply Pressure)} (conf: 0.559, supp: 0.004, lift: 5.120, conv: 2.019)"
486,"{1408 (Pod Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.552, supp: 0.005, lift: 5.055, conv: 1.987)"
487,"{1402 (5000 PSI Supply Readback Pressure), 1422 (60VDC Voltage Readout)} -> {1417 (Pod Supply Pressure)} (conf: 0.549, supp: 0.003, lift: 5.033, conv: 1.977)"
488,"{1405 (Riser Connector Primary Lock Readback Pressure), 1406 (Manifold Regulator Readback Pressure)} -> {1408 (Pod Pressure)} (conf: 0.516, supp: 0.003, lift: 4.966, conv: 1.851)"
489,"{1417 (Pod Supply Pressure), 2907 (Upper Annular Regulator Pilot Pressure)} -> {1408 (Pod Pressure)} (conf: 0.510, supp: 0.004, lift: 4.912, conv: 1.830)"
490,"{1402 (5000 PSI Supply Readback Pressure), 1406 (Manifold Regulator Readback Pressure), 1417 (Pod Supply Pressure)} -> {1404 (Manifold Annular Regulator Pilot Pressure)} (conf: 0.700, supp: 0.002, lift: 4.901, conv: 2.857)"
491,"{1408 (Pod Pressure), 2907 (Upper Annular Regulator Pilot Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.532, supp: 0.004, lift: 4.873, conv: 1.903)"
492,"{1405 (Riser Connector Primary Lock Readback Pressure), 1406 (Manifold Regulator Readback Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.526, supp: 0.004, lift: 4.822, conv: 1.881)"
493,"{1404 (Manifold Annular Regulator Pilot Pressure), 1408 (Pod Pressure), 1419 (Wellhead Connector Regulator Readback Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.517, supp: 0.002, lift: 4.739, conv: 1.845)"
494,"{2909 (Upper Annular Regulator Readback Pressure), 2919 (Wellhead Connector Regulator Readback Pressure), 2922 (60VDC Voltage Readout)} -> {2907 (Upper Annular Regulator Pilot Pressure)} (conf: 0.565, supp: 0.004, lift: 4.045, conv: 1.979)"
495,"{1402 (5000 PSI Supply Readback Pressure), 1408 (Pod Pressure), 1417 (Pod Supply Pressure)} -> {1404 (Manifold Annular Regulator Pilot Pressure)} (conf: 0.545, supp: 0.003, lift: 3.819, conv: 1.886)"
496,"{2914 (Lower Anuular Regulator Pilot Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2907 (Upper Annular Regulator Pilot Pressure)} (conf: 0.527, supp: 0.004, lift: 3.770, conv: 1.818)"
497,"{1402 (5000 PSI Supply Readback Pressure), 1406 (Manifold Regulator Readback Pressure)} -> {1404 (Manifold Annular Regulator Pilot Pressure)} (conf: 0.521, supp: 0.003, lift: 3.645, conv: 1.788)"
498,"{2907 (Upper Annular Regulator Pilot Pressure), 2914 (Lower Anuular Regulator Pilot Pressure)} -> {2919 (Wellhead Connector Regulator Readback Pressure)} (conf: 0.504, supp: 0.004, lift: 3.524, conv: 1.729)"
499,"{2906 (Manifold Regulator Readback Pressure), 2919 (Wellhead Connector Regulator Readback Pressure), 2922 (60VDC Voltage Readout)} -> {2904 (Manifold Annular Regulator Pilot Pressure)} (conf: 0.523, supp: 0.002, lift: 3.441, conv: 1.778)"
500,"{2907 (Upper Annular Regulator Pilot Pressure), 9224 (Stack HPHT Pressure - Raw (PSI))} -> {2922 (60VDC Voltage Readout)} (conf: 0.722, supp: 0.003, lift: 2.866, conv: 2.693)"
501,"{2919 (Wellhead Connector Regulator Readback Pressure), 6206 (Diverter - Lower SJ Packer Regulated Pressure (PT3-1))} -> {2922 (60VDC Voltage Readout)} (conf: 0.719, supp: 0.003, lift: 2.855, conv: 2.665)"
502,"{1417 (Pod Supply Pressure), 2907 (Upper Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.714, supp: 0.005, lift: 2.835, conv: 2.618)"
503,"{1408 (Pod Pressure), 1417 (Pod Supply Pressure), 2904 (Manifold Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.714, supp: 0.003, lift: 2.835, conv: 2.618)"
504,"{1439 (Processor Temperature - Remote), 2904 (Manifold Annular Regulator Pilot Pressure)} -> {1422 (60VDC Voltage Readout)} (conf: 0.704, supp: 0.003, lift: 2.812, conv: 2.530)"
505,"{2907 (Upper Annular Regulator Pilot Pressure), 9274 (Stack HPHT Pressure - Corrected (PSI))} -> {2922 (60VDC Voltage Readout)} (conf: 0.706, supp: 0.003, lift: 2.802, conv: 2.543)"
506,"{2907 (Upper Annular Regulator Pilot Pressure), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {2922 (60VDC Voltage Readout)} (conf: 0.701, supp: 0.003, lift: 2.784, conv: 2.506)"
507,"{1439 (Processor Temperature - Remote), 2922 (60VDC Voltage Readout)} -> {1422 (60VDC Voltage Readout)} (conf: 0.693, supp: 0.004, lift: 2.770, conv: 2.444)"
508,"{1408 (Pod Pressure), 1417 (Pod Supply Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.688, supp: 0.003, lift: 2.729, conv: 2.394)"
509,"{1438 (Processor Temperature - Local), 2938 (Processor Temperature - Local)} -> {2922 (60VDC Voltage Readout)} (conf: 0.685, supp: 0.003, lift: 2.719, conv: 2.376)"
510,"{1404 (Manifold Annular Regulator Pilot Pressure), 1407 (Upper Annular Regulator Pilot Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.681, supp: 0.002, lift: 2.702, conv: 2.344)"
511,"{1408 (Pod Pressure), 1417 (Pod Supply Pressure), 2907 (Upper Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.680, supp: 0.002, lift: 2.699, conv: 2.338)"
512,"{1438 (Processor Temperature - Local), 2904 (Manifold Annular Regulator Pilot Pressure)} -> {1422 (60VDC Voltage Readout)} (conf: 0.671, supp: 0.003, lift: 2.682, conv: 2.280)"
513,"{2919 (Wellhead Connector Regulator Readback Pressure), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {2922 (60VDC Voltage Readout)} (conf: 0.671, supp: 0.004, lift: 2.663, conv: 2.273)"
514,"{2938 (Processor Temperature - Local)} -> {2922 (60VDC Voltage Readout)} (conf: 0.667, supp: 0.027, lift: 2.648, conv: 2.248)"
515,"{1404 (Manifold Annular Regulator Pilot Pressure), 1419 (Wellhead Connector Regulator Readback Pressure), 2904 (Manifold Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.659, supp: 0.002, lift: 2.616, conv: 2.194)"
516,"{1417 (Pod Supply Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.658, supp: 0.005, lift: 2.610, conv: 2.185)"
517,"{1408 (Pod Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.655, supp: 0.005, lift: 2.600, conv: 2.169)"
518,"{2907 (Upper Annular Regulator Pilot Pressure), 6207 (Diverter - Flowline Seals Regulated Pressure (PT3-2))} -> {2922 (60VDC Voltage Readout)} (conf: 0.652, supp: 0.002, lift: 2.588, conv: 2.151)"
519,"{2907 (Upper Annular Regulator Pilot Pressure), 2938 (Processor Temperature - Local)} -> {2922 (60VDC Voltage Readout)} (conf: 0.650, supp: 0.008, lift: 2.581, conv: 2.139)"
520,"{1407 (Upper Annular Regulator Pilot Pressure), 2938 (Processor Temperature - Local)} -> {2922 (60VDC Voltage Readout)} (conf: 0.649, supp: 0.003, lift: 2.576, conv: 2.132)"
521,"{2919 (Wellhead Connector Regulator Readback Pressure), 6207 (Diverter - Flowline Seals Regulated Pressure (PT3-2))} -> {2922 (60VDC Voltage Readout)} (conf: 0.649, supp: 0.003, lift: 2.576, conv: 2.132)"
522,"{2919 (Wellhead Connector Regulator Readback Pressure), 9224 (Stack HPHT Pressure - Raw (PSI))} -> {2922 (60VDC Voltage Readout)} (conf: 0.647, supp: 0.002, lift: 2.568, conv: 2.119)"
523,"{2907 (Upper Annular Regulator Pilot Pressure), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {2922 (60VDC Voltage Readout)} (conf: 0.643, supp: 0.003, lift: 2.551, conv: 2.095)"
524,"{1404 (Manifold Annular Regulator Pilot Pressure), 2938 (Processor Temperature - Local)} -> {2922 (60VDC Voltage Readout)} (conf: 0.642, supp: 0.002, lift: 2.546, conv: 2.087)"
525,"{1408 (Pod Pressure), 2907 (Upper Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.638, supp: 0.004, lift: 2.533, conv: 2.068)"
526,"{1418 (Wellhead Connector Regulator Pilot Pressure), 2904 (Manifold Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.638, supp: 0.003, lift: 2.532, conv: 2.066)"
527,"{1414 (Lower Anuular Regulator Pilot Pressure), 2907 (Upper Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.637, supp: 0.004, lift: 2.530, conv: 2.063)"
528,"{2907 (Upper Annular Regulator Pilot Pressure), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {2922 (60VDC Voltage Readout)} (conf: 0.636, supp: 0.004, lift: 2.526, conv: 2.057)"
529,"{2919 (Wellhead Connector Regulator Readback Pressure), 9427 (LMRP HPHT Pressure - Raw (PSI)), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {2922 (60VDC Voltage Readout)} (conf: 0.627, supp: 0.002, lift: 2.490, conv: 2.008)"
530,"{2907 (Upper Annular Regulator Pilot Pressure), 2909 (Upper Annular Regulator Readback Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.627, supp: 0.004, lift: 2.487, conv: 2.003)"
531,"{1417 (Pod Supply Pressure), 2904 (Manifold Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.625, supp: 0.004, lift: 2.481, conv: 1.995)"
532,"{1438 (Processor Temperature - Local), 2907 (Upper Annular Regulator Pilot Pressure)} -> {1422 (60VDC Voltage Readout)} (conf: 0.620, supp: 0.003, lift: 2.476, conv: 1.972)"
533,"{1422 (60VDC Voltage Readout), 2938 (Processor Temperature - Local)} -> {2922 (60VDC Voltage Readout)} (conf: 0.624, supp: 0.004, lift: 2.476, conv: 1.988)"
534,"{1439 (Processor Temperature - Remote), 2907 (Upper Annular Regulator Pilot Pressure)} -> {1422 (60VDC Voltage Readout)} (conf: 0.618, supp: 0.002, lift: 2.470, conv: 1.964)"
535,"{2907 (Upper Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.616, supp: 0.086, lift: 2.445, conv: 1.949)"
536,"{1409 (Upper Annular Regulator Readback Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.614, supp: 0.004, lift: 2.435, conv: 1.936)"
537,"{1404 (Manifold Annular Regulator Pilot Pressure), 2904 (Manifold Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.612, supp: 0.009, lift: 2.431, conv: 1.930)"
538,"{1439 (Processor Temperature - Remote)} -> {1422 (60VDC Voltage Readout)} (conf: 0.607, supp: 0.020, lift: 2.427, conv: 1.910)"
539,"{1408 (Pod Pressure), 2904 (Manifold Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.608, supp: 0.004, lift: 2.414, conv: 1.909)"
540,"{2907 (Upper Annular Regulator Pilot Pressure), 6206 (Diverter - Lower SJ Packer Regulated Pressure (PT3-1))} -> {2922 (60VDC Voltage Readout)} (conf: 0.607, supp: 0.002, lift: 2.410, conv: 1.904)"
541,"{1407 (Upper Annular Regulator Pilot Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.606, supp: 0.009, lift: 2.404, conv: 1.897)"
542,"{1404 (Manifold Annular Regulator Pilot Pressure), 2907 (Upper Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.604, supp: 0.008, lift: 2.399, conv: 1.891)"
543,"{2919 (Wellhead Connector Regulator Readback Pressure), 9274 (Stack HPHT Pressure - Corrected (PSI))} -> {2922 (60VDC Voltage Readout)} (conf: 0.604, supp: 0.002, lift: 2.398, conv: 1.890)"
544,"{2919 (Wellhead Connector Regulator Readback Pressure), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {2922 (60VDC Voltage Readout)} (conf: 0.603, supp: 0.003, lift: 2.392, conv: 1.883)"
545,"{2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.602, supp: 0.086, lift: 2.388, conv: 1.878)"
546,"{1407 (Upper Annular Regulator Pilot Pressure), 1439 (Processor Temperature - Remote)} -> {1422 (60VDC Voltage Readout)} (conf: 0.598, supp: 0.003, lift: 2.388, conv: 1.863)"
547,"{2939 (Processor Temperature - Remote)} -> {2922 (60VDC Voltage Readout)} (conf: 0.600, supp: 0.033, lift: 2.380, conv: 1.869)"
548,"{1406 (Manifold Regulator Readback Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.597, supp: 0.003, lift: 2.371, conv: 1.858)"
549,"{1438 (Processor Temperature - Local), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {1422 (60VDC Voltage Readout)} (conf: 0.592, supp: 0.003, lift: 2.364, conv: 1.836)"
550,"{1407 (Upper Annular Regulator Pilot Pressure), 2939 (Processor Temperature - Remote)} -> {2922 (60VDC Voltage Readout)} (conf: 0.595, supp: 0.003, lift: 2.360, conv: 1.845)"
551,"{2907 (Upper Annular Regulator Pilot Pressure), 9215 (Calc Flexjoint Differential Bearing)} -> {2922 (60VDC Voltage Readout)} (conf: 0.590, supp: 0.003, lift: 2.342, conv: 1.825)"
552,"{2907 (Upper Annular Regulator Pilot Pressure), 9227 (LMRP HPHT Pressure - Raw (PSI)), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {2922 (60VDC Voltage Readout)} (conf: 0.590, supp: 0.003, lift: 2.342, conv: 1.825)"
553,"{2904 (Manifold Annular Regulator Pilot Pressure), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {2922 (60VDC Voltage Readout)} (conf: 0.588, supp: 0.004, lift: 2.335, conv: 1.817)"
554,"{2907 (Upper Annular Regulator Pilot Pressure), 2919 (Wellhead Connector Regulator Readback Pressure), 2938 (Processor Temperature - Local)} -> {2922 (60VDC Voltage Readout)} (conf: 0.588, supp: 0.003, lift: 2.335, conv: 1.817)"
555,"{1406 (Manifold Regulator Readback Pressure), 2904 (Manifold Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.588, supp: 0.003, lift: 2.332, conv: 1.813)"
556,"{1419 (Wellhead Connector Regulator Readback Pressure), 1422 (60VDC Voltage Readout), 2907 (Upper Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.588, supp: 0.003, lift: 2.332, conv: 1.813)"
557,"{2904 (Manifold Annular Regulator Pilot Pressure), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {2922 (60VDC Voltage Readout)} (conf: 0.586, supp: 0.003, lift: 2.325, conv: 1.806)"
558,"{2904 (Manifold Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.585, supp: 0.089, lift: 2.322, conv: 1.803)"
559,"{2909 (Upper Annular Regulator Readback Pressure), 2938 (Processor Temperature - Local)} -> {2922 (60VDC Voltage Readout)} (conf: 0.582, supp: 0.002, lift: 2.309, conv: 1.789)"
560,"{1412 (Lower Annular Regulator Readback Pressure), 2907 (Upper Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.580, supp: 0.002, lift: 2.302, conv: 1.781)"
561,"{1407 (Upper Annular Regulator Pilot Pressure), 1422 (60VDC Voltage Readout), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.580, supp: 0.004, lift: 2.302, conv: 1.781)"
562,"{2907 (Upper Annular Regulator Pilot Pressure), 2939 (Processor Temperature - Remote)} -> {2922 (60VDC Voltage Readout)} (conf: 0.579, supp: 0.009, lift: 2.299, conv: 1.778)"
563,"{1438 (Processor Temperature - Local), 2922 (60VDC Voltage Readout)} -> {1422 (60VDC Voltage Readout)} (conf: 0.575, supp: 0.005, lift: 2.296, conv: 1.763)"
564,"{2904 (Manifold Annular Regulator Pilot Pressure), 2907 (Upper Annular Regulator Pilot Pressure), 2939 (Processor Temperature - Remote)} -> {2922 (60VDC Voltage Readout)} (conf: 0.578, supp: 0.003, lift: 2.294, conv: 1.773)"
565,"{1438 (Processor Temperature - Local), 2938 (Processor Temperature - Local)} -> {1422 (60VDC Voltage Readout)} (conf: 0.574, supp: 0.002, lift: 2.294, conv: 1.760)"
566,"{1439 (Processor Temperature - Remote), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {1422 (60VDC Voltage Readout)} (conf: 0.574, supp: 0.002, lift: 2.294, conv: 1.760)"
567,"{1419 (Wellhead Connector Regulator Readback Pressure), 2907 (Upper Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.578, supp: 0.007, lift: 2.293, conv: 1.772)"
568,"{2904 (Manifold Annular Regulator Pilot Pressure), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {2922 (60VDC Voltage Readout)} (conf: 0.577, supp: 0.003, lift: 2.290, conv: 1.768)"
569,"{2919 (Wellhead Connector Regulator Readback Pressure), 2938 (Processor Temperature - Local)} -> {2922 (60VDC Voltage Readout)} (conf: 0.576, supp: 0.006, lift: 2.287, conv: 1.765)"
570,"{2919 (Wellhead Connector Regulator Readback Pressure), 6209 (Diverter - Manifold Regulated Pressure (PT4-1))} -> {2922 (60VDC Voltage Readout)} (conf: 0.576, supp: 0.004, lift: 2.286, conv: 1.765)"
571,"{1404 (Manifold Annular Regulator Pilot Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.575, supp: 0.009, lift: 2.281, conv: 1.759)"
572,"{2907 (Upper Annular Regulator Pilot Pressure), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {2922 (60VDC Voltage Readout)} (conf: 0.570, supp: 0.004, lift: 2.262, conv: 1.740)"
573,"{2907 (Upper Annular Regulator Pilot Pressure), 2918 (Wellhead Connector Regulator Pilot Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.569, supp: 0.002, lift: 2.258, conv: 1.735)"
574,"{1422 (60VDC Voltage Readout), 2939 (Processor Temperature - Remote)} -> {2922 (60VDC Voltage Readout)} (conf: 0.569, supp: 0.006, lift: 2.257, conv: 1.735)"
575,"{2904 (Manifold Annular Regulator Pilot Pressure), 2907 (Upper Annular Regulator Pilot Pressure), 2909 (Upper Annular Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.568, supp: 0.003, lift: 2.254, conv: 1.731)"
576,"{1414 (Lower Anuular Regulator Pilot Pressure), 2904 (Manifold Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.567, supp: 0.004, lift: 2.250, conv: 1.728)"
577,"{1404 (Manifold Annular Regulator Pilot Pressure), 1422 (60VDC Voltage Readout), 2907 (Upper Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.566, supp: 0.003, lift: 2.247, conv: 1.725)"
578,"{1412 (Lower Annular Regulator Readback Pressure), 2904 (Manifold Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.566, supp: 0.002, lift: 2.247, conv: 1.724)"
579,"{1418 (Wellhead Connector Regulator Pilot Pressure), 2907 (Upper Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.566, supp: 0.002, lift: 2.247, conv: 1.724)"
580,"{1438 (Processor Temperature - Local)} -> {1422 (60VDC Voltage Readout)} (conf: 0.562, supp: 0.025, lift: 2.245, conv: 1.711)"
581,"{1407 (Upper Annular Regulator Pilot Pressure), 1438 (Processor Temperature - Local)} -> {1422 (60VDC Voltage Readout)} (conf: 0.558, supp: 0.005, lift: 2.230, conv: 1.697)"
582,"{1407 (Upper Annular Regulator Pilot Pressure), 2907 (Upper Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.561, supp: 0.008, lift: 2.226, conv: 1.703)"
583,"{1414 (Lower Anuular Regulator Pilot Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.560, supp: 0.004, lift: 2.224, conv: 1.702)"
584,"{1409 (Upper Annular Regulator Readback Pressure), 2907 (Upper Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.560, supp: 0.003, lift: 2.223, conv: 1.700)"
585,"{1407 (Upper Annular Regulator Pilot Pressure), 1422 (60VDC Voltage Readout), 2904 (Manifold Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.559, supp: 0.004, lift: 2.219, conv: 1.697)"
586,"{1419 (Wellhead Connector Regulator Readback Pressure), 2939 (Processor Temperature - Remote)} -> {2922 (60VDC Voltage Readout)} (conf: 0.559, supp: 0.003, lift: 2.218, conv: 1.696)"
587,"{1407 (Upper Annular Regulator Pilot Pressure), 2904 (Manifold Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.558, supp: 0.008, lift: 2.216, conv: 1.693)"
588,"{1406 (Manifold Regulator Readback Pressure), 2907 (Upper Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.557, supp: 0.002, lift: 2.212, conv: 1.690)"
589,"{2904 (Manifold Annular Regulator Pilot Pressure), 2938 (Processor Temperature - Local)} -> {2922 (60VDC Voltage Readout)} (conf: 0.554, supp: 0.005, lift: 2.199, conv: 1.677)"
590,"{1412 (Lower Annular Regulator Readback Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.554, supp: 0.002, lift: 2.197, conv: 1.676)"
591,"{1419 (Wellhead Connector Regulator Readback Pressure), 2904 (Manifold Annular Regulator Pilot Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {1422 (60VDC Voltage Readout)} (conf: 0.547, supp: 0.002, lift: 2.185, conv: 1.655)"
592,"{2904 (Manifold Annular Regulator Pilot Pressure), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {2922 (60VDC Voltage Readout)} (conf: 0.550, supp: 0.004, lift: 2.185, conv: 1.664)"
593,"{2904 (Manifold Annular Regulator Pilot Pressure), 9227 (LMRP HPHT Pressure - Raw (PSI)), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {2922 (60VDC Voltage Readout)} (conf: 0.550, supp: 0.002, lift: 2.183, conv: 1.662)"
594,"{2907 (Upper Annular Regulator Pilot Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.550, supp: 0.029, lift: 2.182, conv: 1.661)"
595,"{1419 (Wellhead Connector Regulator Readback Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.549, supp: 0.007, lift: 2.179, conv: 1.658)"
596,"{1438 (Processor Temperature - Local), 2904 (Manifold Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.548, supp: 0.003, lift: 2.175, conv: 1.655)"
597,"{2904 (Manifold Annular Regulator Pilot Pressure), 2906 (Manifold Regulator Readback Pressure), 2907 (Upper Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.547, supp: 0.002, lift: 2.172, conv: 1.652)"
